Issue Key,Issue Type,Status,Priority,Summary,Description,Component/s,Affects Version/s,Fix Version/s,Assignee,Reporter,Created,Updated,Resolved,Resolution,Labels,Story Points,Epic Link,Sprint,Module,Root Cause,Defect Category,Business Impact,Customer Impact
ECOM-1912,Bug,Resolved,High,User session timeout on mobile devices,Critical functionality broken for user session timeout on mobile devices. This is causing customer complaints and potential revenue loss.,User Authentication,v2.2.1,v2.1.3,qa.tester,jane.smith,2024-11-28,2024-12-30,2024-12-30,Duplicate,"""password,registration""",4,EPIC-009,SPRINT-41,User Account Management,Integration Issue,Critical,Medium,Medium
ECOM-1913,Bug,Resolved,Critical,Wishlist to cart conversion failing for out of stock items,Performance degradation noticed when wishlist to cart conversion failing for out of stock items. Users are experiencing slow response times.,Wishlist Persistence,v2.0.9,v2.0.9,backend.dev,ui.designer,2023-03-06,2024-12-23,2024-12-23,Duplicate,"""sharing,favorites""",8,,SPRINT-87,Wishlist and Favorites,Database Query,UI/UX,Critical,High
ECOM-1914,Bug,Open,Critical,Wishlist UI display issues with price alerts,Critical functionality broken for wishlist ui display issues with price alerts. This is causing customer complaints and potential revenue loss.,Favorites Management,v2.1.5,,,ui.designer,2024-06-10,2024-09-18,,,"persistence,persistence,active""",5,,SPRINT-39,Wishlist and Favorites,Database Query,Performance,Critical,High
ECOM-1915,Bug,In Progress,Low,Wishlist items not saving for bulk operations,System fails to properly handle wishlist items not saving for bulk operations. Multiple users have reported this issue across different browsers.,Wishlist Notifications,v2.0.9,,performance.team,sarah.wilson,2024-07-12,2024-10-20,,,"wishlist,wishlist,active""",1,,SPRINT-9,Wishlist and Favorites,State Management,Security,High,High
ECOM-1916,Bug,To Do,Medium,Payment processing hanging during high traffic,Critical functionality broken for payment processing hanging during high traffic. This is causing customer complaints and potential revenue loss.,Email System,v2.0.9,,david.chen,jane.smith,2024-08-29,2024-12-04,,,"payment,payment,active""",3,EPIC-003,SPRINT-74,Checkout and Payment,Validation Logic,Data Integrity,High,Medium
ECOM-1917,Bug,In Progress,Low,Account deletion issues on tablet devices,System fails to properly handle account deletion issues on tablet devices. Multiple users have reported this issue across different browsers.,Registration System,v2.1.6,,qa.tester,ui.designer,2023-07-22,2023-10-24,,,"login,user,active""",2,EPIC-010,SPRINT-5,User Account Management,Routing Issue,Functional,Low,Low
ECOM-1918,Bug,Closed,Low,Product availability wrong with complex pricing,Users experiencing issues when trying to product availability wrong with complex pricing. This affects user experience and may impact conversion rates.,Product Images,v2.1.3,v2.1.0,security.team,customer.support,2024-07-01,2024-11-24,2024-11-24,Won't Fix,"""display,reviews""",2,,SPRINT-98,Product Management,Session Issue,Security,Low,High
ECOM-1919,Bug,Open,Medium,Advanced search not functioning with multiple filters,System fails to properly handle advanced search not functioning with multiple filters. Multiple users have reported this issue across different browsers.,Auto-complete System,v2.0.9,,,mobile.tester,2023-10-09,2024-08-18,,,"pagination,history,active""",2,,SPRINT-20,Search for Products,Database Sync,Enhancement,Medium,Medium
ECOM-1920,Bug,Closed,Low,Order shipping details wrong for business accounts,Inconsistent behavior observed when order shipping details wrong for business accounts. The issue appears to be intermittent and affects certain user segments.,Order Processing,v2.1.3,v2.0.8,backend.dev,mobile.tester,2024-06-07,2024-10-09,2024-10-09,Fixed,"""status,history""",2,,SPRINT-52,Order Management,Algorithm Issue,Functional,High,Medium
ECOM-1921,Bug,Closed,High,User session timeout for enterprise accounts,Users experiencing issues when trying to user session timeout for enterprise accounts. This affects user experience and may impact conversion rates.,User Authentication,v2.0.5,v2.0.9,ux.team,mobile.tester,2023-02-03,2023-06-12,2023-06-12,Fixed,"""login,password""",5,EPIC-005,SPRINT-19,User Account Management,CSS Issue,Enhancement,Critical,Medium
ECOM-1922,Bug,Open,Low,Wishlist organization issues with custom notes,Users experiencing issues when trying to wishlist organization issues with custom notes. This affects user experience and may impact conversion rates.,Wishlist Persistence,v2.1.5,,,product.manager,2023-12-21,2024-02-15,,,"sharing,persistence,active""",2,,SPRINT-28,Wishlist and Favorites,Algorithm Issue,Security,Critical,Medium
ECOM-1923,Bug,Open,Critical,Wishlist removal not working with custom notes,Performance degradation noticed when wishlist removal not working with custom notes. Users are experiencing slow response times.,Wishlist System,v2.1.1,,,customer.support,2024-06-21,2024-09-12,,,"notifications,favorites,active""",5,,SPRINT-67,Wishlist and Favorites,Async Processing,Critical,Critical,Critical
ECOM-1924,Bug,Open,High,Order tracking not working with custom requests,Inconsistent behavior observed when order tracking not working with custom requests. The issue appears to be intermittent and affects certain user segments.,Order Status,v2.2.2,,,ui.designer,2023-04-08,2023-10-25,,,"status,returns,active""",4,,SPRINT-41,Order Management,Integration Issue,Security,High,Medium
ECOM-1925,Bug,Reopened,Low,Order status not updating for business accounts,Critical functionality broken for order status not updating for business accounts. This is causing customer complaints and potential revenue loss.,Order Tracking,v2.1.3,,sarah.wilson,compliance.officer,2023-08-05,2024-01-18,,,"""returns,status""",2,,SPRINT-46,Order Management,Validation Logic,Functional,Low,High
ECOM-1926,Bug,Closed,Critical,Search filters not working properly in specific browsers,System fails to properly handle search filters not working properly in specific browsers. Multiple users have reported this issue across different browsers.,Search UI,v2.1.5,v2.1.2,order.team,data.analyst,2023-06-28,2024-07-05,2024-07-05,Won't Fix,"""filters,search""",5,,SPRINT-79,Search for Products,Calculation Error,Critical,Critical,Medium
ECOM-1927,Bug,Reopened,Critical,Add to cart button not working with multiple variants,Inconsistent behavior observed when add to cart button not working with multiple variants. The issue appears to be intermittent and affects certain user segments.,Cart Logic,v2.1.7,,lisa.taylor,compliance.officer,2024-01-14,2024-04-29,,,"""cart,ui""",8,,SPRINT-92,Add Products to Cart,CSS Issue,Enhancement,Critical,High
ECOM-1928,Bug,Reopened,Medium,Order return process broken for bulk orders,Users experiencing issues when trying to order return process broken for bulk orders. This affects user experience and may impact conversion rates.,Order Cancellation,v2.0.8,,data.team,customer.support,2023-03-22,2024-11-27,,,"""history,order""",2,,SPRINT-97,Order Management,Event Handling,Enhancement,Medium,Medium
ECOM-1929,Bug,In Progress,High,Search results not displaying correctly for mobile users,System fails to properly handle search results not displaying correctly for mobile users. Multiple users have reported this issue across different browsers.,Search UI,v2.1.9,,mike.johnson,qa.tester,2023-01-19,2024-10-01,,,"suggestions,filters,active""",3,,SPRINT-85,Search for Products,Storage Issue,UI/UX,High,High
ECOM-1930,Bug,Resolved,Low,Credit card validation failing for subscription items,System fails to properly handle credit card validation failing for subscription items. Multiple users have reported this issue across different browsers.,Email System,v2.1.7,v2.2.2,frontend.dev,jane.smith,2023-11-28,2024-06-24,2024-06-24,Duplicate,"""validation,order""",2,EPIC-010,SPRINT-88,Checkout and Payment,Configuration Issue,Security,Critical,Medium
ECOM-1931,Bug,Resolved,Medium,Payment processing hanging for subscription items,Users experiencing issues when trying to payment processing hanging for subscription items. This affects user experience and may impact conversion rates.,Payment Validation,v2.1.1,v2.1.6,data.team,sarah.wilson,2024-09-02,2024-09-25,2024-09-25,Duplicate,"""payment,validation""",2,EPIC-007,SPRINT-42,Checkout and Payment,CSS Issue,Critical,High,Critical
ECOM-1932,Bug,Resolved,Low,Wishlist items not saving with shared lists,System fails to properly handle wishlist items not saving with shared lists. Multiple users have reported this issue across different browsers.,Favorites Management,v2.1.4,v2.2.1,order.team,sarah.wilson,2023-09-10,2024-06-09,2024-06-09,Duplicate,"""ui,notifications""",2,,SPRINT-89,Wishlist and Favorites,Error Handling,Performance,Critical,Low
ECOM-1933,Bug,Reopened,Low,Category page not loading correctly on tablet view,System fails to properly handle category page not loading correctly on tablet view. Multiple users have reported this issue across different browsers.,Navigation System,v2.1.9,,lisa.taylor,sarah.wilson,2024-03-27,2024-07-28,,,"""ui,category""",1,,SPRINT-57,Browse Products by Category,Storage Issue,Functional,High,High
ECOM-1934,Bug,In Progress,Low,Search results not displaying correctly with special characters,Inconsistent behavior observed when search results not displaying correctly with special characters. The issue appears to be intermittent and affects certain user segments.,Search History,v2.1.2,,lisa.taylor,sarah.wilson,2023-07-08,2024-02-12,,,"filters,pagination,active""",2,,SPRINT-8,Search for Products,Session Issue,Functional,Critical,Medium
ECOM-1935,Bug,Resolved,Low,Category images not loading with applied filters,Inconsistent behavior observed when category images not loading with applied filters. The issue appears to be intermittent and affects certain user segments.,Mobile Navigation,v2.0.9,v2.1.4,payment.team,customer.support,2023-04-12,2024-09-22,2024-09-22,Cannot Reproduce,"""mobile,ui""",1,,SPRINT-91,Browse Products by Category,Integration Issue,Security,Critical,High
ECOM-1936,Bug,Open,Low,Search sort options not working with multiple filters,Performance degradation noticed when search sort options not working with multiple filters. Users are experiencing slow response times.,Search UI,v2.1.9,,,data.analyst,2024-07-24,2024-09-01,,,"history,suggestions,active""",2,,SPRINT-75,Search for Products,Session Issue,Critical,Low,Low
ECOM-1937,Bug,Open,Medium,Search autocomplete failing with large datasets,System fails to properly handle search autocomplete failing with large datasets. Multiple users have reported this issue across different browsers.,Search History,v2.1.4,,,admin.user,2024-09-26,2024-09-29,,,"filters,filters,active""",3,,SPRINT-32,Search for Products,Database Sync,Performance,Medium,Low
ECOM-1938,Bug,Reopened,Critical,Payment processing hanging with gift cards,System fails to properly handle payment processing hanging with gift cards. Multiple users have reported this issue across different browsers.,Payment System,v2.1.1,,qa.tester,ui.designer,2024-06-05,2024-06-13,,,"""order,validation""",8,EPIC-004,SPRINT-14,Checkout and Payment,Integration Issue,Performance,Low,Low
ECOM-1939,Bug,In Progress,Critical,Category sorting not working in grid view,Users experiencing issues when trying to category sorting not working in grid view. This affects user experience and may impact conversion rates.,Mobile Navigation,v2.1.1,,order.team,data.analyst,2023-05-01,2024-06-08,,,"mobile,mobile,active""",5,,SPRINT-11,Browse Products by Category,Data Mapping,Functional,Critical,Low
ECOM-1940,Bug,In Progress,Critical,Wishlist privacy settings broken with shared lists,Users experiencing issues when trying to wishlist privacy settings broken with shared lists. This affects user experience and may impact conversion rates.,Wishlist Notifications,v2.1.6,,backend.dev,finance.dept,2023-01-13,2024-02-11,,,"ui,sharing,active""",8,,SPRINT-100,Wishlist and Favorites,Async Processing,Critical,Medium,Medium
ECOM-1941,Bug,Open,Medium,Search results not displaying correctly with typos in query,System fails to properly handle search results not displaying correctly with typos in query. Multiple users have reported this issue across different browsers.,Search Engine,v2.1.9,,,finance.dept,2024-11-15,2024-11-20,,,"autocomplete,search,active""",3,,SPRINT-27,Search for Products,Async Processing,Data Integrity,Critical,Low
